id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
3310,ΜΥΡΣΙΝΗΣ,91350406,ΤΟΠ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171506
3311,ΑΛΙΦΕΙΡΑΣ,91360101,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170101
3312,ΑΜΥΓΔΑΛΕΩΝ,91360102,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170102
3313,ΒΡΕΣΤΟΥ,91360103,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170103
3314,ΚΑΛΛΙΘΕΑΣ,91360104,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170104
3315,ΛΙΒΑΔΑΚΙΟΥ,91360105,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170105
3316,ΜΥΡΩΝΙΩΝ,91360106,ΤΟΠ. ΚΟΙΝΟΤ,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170106
3317,ΑΝΔΡΙΤΣΑΙΝΗΣ,91360201,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170401
3318,ΔΑΦΝΟΥΛΑΣ,91360202,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170402
3319,ΔΡΑΓΩΓΙΟΥ,91360203,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170403
3320,ΘΕΙΣΟΑΣ,91360204,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170404
3321,ΚΟΥΦΟΠΟΥΛΟΥ,91360205,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170405
3322,ΛΙΝΙΣΤΑΙΝΗΣ,91360206,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170406
3323,ΜΑΤΕΣΙΟΥ,91360207,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170407
3324,ΡΟΒΙΩΝ,91360208,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170408
3325,ΣΕΚΟΥΛΑ,91360209,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170409
3326,ΦΑΝΑΡΙΟΥ,91360210,ΤΟΠ. ΚΟΙΝΟΤ,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170410
3327,ΚΡΕΣΤΕΝΩΝ,91360301,ΔΗΜ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171808
3328,ΒΡΙΝΑΣ,91360302,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171801
3329,ΓΡΑΙΚΑ,91360303,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171802
3330,ΓΡΥΛΛΟΥ,91360304,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171803
3331,ΔΙΑΣΕΛΛΩΝ,91360305,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171804
3332,ΚΑΛΛΙΚΩΜΟΥ,91360306,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171805
3333,ΚΑΛΥΒΑΚΙΩΝ,91360307,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171806
3334,ΚΑΤΩ ΣΑΜΙΚΟΥ,91360308,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171807
3335,ΜΑΚΡΙΣΙΩΝ,91360309,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171809
3336,ΠΛΑΤΙΑΝΑΣ,91360310,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171810
3337,ΠΛΟΥΤΟΧΩΡΙΟΥ,91360311,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171811
3338,ΡΑΧΩΝ,91360312,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171812
3339,ΣΑΜΙΚΟΥ,91360313,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171813
3340,ΣΚΙΛΛΟΥΝΤΙΑΣ,91360314,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171814
3341,ΤΡΥΠΗΤΗΣ,91360315,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171815
3342,ΦΡΙΞΗΣ,91360316,ΤΟΠ. ΚΟΙΝΟΤ,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171816
3343,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,91370101,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170501
3344,ΑΡΧΑΙΑΣ ΠΙΣΑΣ,91370102,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170513
3345,ΑΣΠΡΩΝ ΣΠΙΤΙΩΝ,91370103,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170502
3346,ΒΑΣΙΛΑΚΙΟΥ,91370104,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170503
3347,ΗΡΑΚΛΕΙΑΣ,91370105,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170504
3348,ΚΑΜΕΝΗΣ,91370106,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170505
3349,ΚΑΥΚΩΝΙΑΣ,91370107,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170506
3350,ΚΛΑΔΕΟΥ,91370108,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170507
3351,ΚΟΣΚΙΝΑ,91370109,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170508
3352,ΚΡΥΟΝΕΡΙΟΥ,91370110,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170509
3353,ΛΙΝΑΡΙΑΣ,91370111,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170510
3354,ΛΟΥΒΡΟΥ,91370112,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170511
3355,ΜΑΓΕΙΡΑ,91370113,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170512
3356,ΜΟΥΡΙΑΣ,91370114,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170514
3357,ΞΗΡΟΚΑΜΠΟΥ,91370115,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170515
3358,ΠΕΛΟΠΙΟΥ,91370116,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170516
3359,ΠΕΥΚΩΝ,91370117,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170517
3360,ΠΛΑΤΑΝΟΥ,91370118,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170518
3361,ΠΟΥΡΝΑΡΙΟΥ,91370119,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170519
3362,ΣΜΙΛΑΣ,91370120,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170520
3363,ΣΤΡΕΦΙΟΥ,91370121,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170521
3364,ΦΛΟΚΑ,91370122,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170522
3365,ΧΕΛΙΔΟΝΙΟΥ,91370123,ΤΟΠ. ΚΟΙΝΟΤ,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170523
3366,ΑΣΤΡΑ,91370201,ΤΟΠ. ΚΟΙΝΟΤ,913702,ΛΑΜΠΕΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171301
3367,ΛΑΜΠΕΙΑΣ,91370202,ΤΟΠ. ΚΟΙΝΟΤ,913702,ΛΑΜΠΕΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171302
3368,ΟΡΕΙΝΗΣ,91370203,ΤΟΠ. ΚΟΙΝΟΤ,913702,ΛΑΜΠΕΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171303
3369,ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ,91370301,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171401
3370,ΑΓΙΑΣ ΤΡΙΑΔΟΣ,91370302,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171402
3371,ΑΝΤΡΩΝΙΟΥ,91370303,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171403
3372,ΚΑΚΟΤΑΡΙΟΥ,91370304,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171404
3373,ΚΡΥΟΒΡΥΣΗΣ,91370305,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171405
3374,ΤΣΙΠΙΑΝΩΝ,91370306,ΤΟΠ. ΚΟΙΝΟΤ,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171406
3375,ΑΧΛΑΔΙΝΗΣ,91370401,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172101
3376,ΔΟΥΚΑ,91370402,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172102
3377,ΚΟΥΜΑΝΗ,91370403,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172103
3378,ΛΑΛΑ,91370404,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172104
3379,ΜΗΛΕΩΝ,91370405,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172105
3380,ΝΕΜΟΥΤΑΣ,91370406,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172106
3381,ΝΕΡΑΙΔΑΣ,91370407,ΤΟΠ. ΚΟΙΝΟΤ,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,172107
