id,na853,mis,proip,ethsia_pistosi,q1,q2,q3,q4,katanomes_etous,user_view,created_at,updated_at,last_quarter_check,sum
1371,2024ΝΑ85300045,5168550,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:14.96+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:10.520Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
1385,2024ΝΑ85300053,5168551,0.00,280809.03,0.00,280809.03,0.00,0.00,80000.00,0.00,2025-04-01 10:56:20.747+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:32:55.242Z"",""ethsia_pistosi"":280809.03,""current_quarter"":2,""katanomes_etous"":80000,""available_budget"":80000,""yearly_available"":280809.03,""quarter_available"":0}"
1502,2024ΝΑ85300016,5173997,0.00,22000.00,0.00,22000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:26.327+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:44.331Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":22000,""quarter_available"":0}"
1515,2024ΝΑ85300022,5174065,0.00,94601.57,0.00,94601.57,0.00,0.00,20000.00,0.00,2025-04-01 11:54:31.998+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:49.724Z"",""ethsia_pistosi"":94601.57,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":94601.57,""quarter_available"":0}"
1511,2024ΝΑ85300018,5174076,0.00,22000.00,0.00,22000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:54:30.151+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:48.060Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":22000,""quarter_available"":0}"
1527,2024ΝΑ85300027,5174085,0.00,20437.60,0.00,20437.60,0.00,0.00,10000.00,0.00,2025-04-01 11:54:37.054+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:54.711Z"",""ethsia_pistosi"":20437.6,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":20437.6,""quarter_available"":0}"
1343,2024ΝΑ85300031,5174090,0.00,44000.00,0.00,44000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:03.502+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:59.327Z"",""ethsia_pistosi"":44000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":44000,""quarter_available"":0}"
1529,2024ΝΑ85300029,5174123,0.00,11000.00,0.00,11000.00,0.00,0.00,5000.00,0.00,2025-04-01 11:54:37.889+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:55.569Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":5000,""available_budget"":5000,""yearly_available"":11000,""quarter_available"":0}"
1487,2024ΝΑ85300008,5174125,0.00,172163.16,0.00,172163.16,0.00,0.00,170000.00,0.00,2025-04-01 11:54:19.93+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:38.112Z"",""ethsia_pistosi"":172163.16,""current_quarter"":2,""katanomes_etous"":170000,""available_budget"":170000,""yearly_available"":172163.16,""quarter_available"":0}"
1348,2024ΝΑ85300036,5174126,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:05.536+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:01.372Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
1510,2024ΝΑ85300017,5174127,0.00,110000.00,0.00,110000.00,0.00,0.00,50000.00,0.00,2025-04-01 11:54:29.72+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:47.647Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":50000,""available_budget"":50000,""yearly_available"":110000,""quarter_available"":0}"
1530,2024ΝΑ85300030,5174688,0.00,330000.00,0.00,330000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:38.345+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:55.980Z"",""ethsia_pistosi"":330000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":330000,""quarter_available"":0}"
1347,2024ΝΑ85300035,5174689,0.00,49321.81,0.00,49321.81,0.00,0.00,10000.00,0.00,2025-04-01 10:56:05.119+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:00.960Z"",""ethsia_pistosi"":49321.81,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":49321.81,""quarter_available"":0}"
1525,2024ΝΑ85300025,5174691,0.00,220000.00,0.00,220000.00,0.00,0.00,5000.00,0.00,2025-04-01 11:54:36.225+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:53.896Z"",""ethsia_pistosi"":220000,""current_quarter"":2,""katanomes_etous"":5000,""available_budget"":5000,""yearly_available"":220000,""quarter_available"":0}"
1473,2024ΝΑ85300001,5174692,0.00,22000.00,0.00,22000.00,0.00,0.00,5000.00,0.00,2025-04-01 11:54:13.829+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":129,""updated_at"":""2025-05-14T06:11:45.197Z"",""ethsia_pistosi"":22000,""current_quarter"":""q2"",""katanomes_etous"":5000,""available_budget"":4871,""yearly_available"":21871,""quarter_available"":21871}"
1384,2024ΝΑ85300052,5174694,0.00,497523.28,0.00,497523.28,0.00,0.00,80000.00,0.00,2025-04-01 10:56:20.345+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":22,""updated_at"":""2025-05-16T05:51:48.445Z"",""ethsia_pistosi"":497523.28,""current_quarter"":""q2"",""katanomes_etous"":80000,""available_budget"":79978,""yearly_available"":497501.28,""quarter_available"":497501.28}"
1377,2024ΝΑ85300051,5174695,0.00,110000.00,0.00,110000.00,0.00,0.00,50000.00,0.00,2025-04-01 10:56:17.449+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:13.060Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":50000,""available_budget"":50000,""yearly_available"":110000,""quarter_available"":0}"
1360,2024ΝΑ85300041,5174706,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:10.436+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:05.948Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
1497,2024ΝΑ85300011,5174707,0.00,856295.51,0.00,856295.51,0.00,0.00,400000.00,0.00,2025-04-01 11:54:24.174+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:42.221Z"",""ethsia_pistosi"":856295.51,""current_quarter"":2,""katanomes_etous"":400000,""available_budget"":400000,""yearly_available"":856295.51,""quarter_available"":0}"
1516,2024ΝΑ85300023,5174710,0.00,2014116.60,0.00,2014116.60,0.00,0.00,550000.00,0.00,2025-04-01 11:54:32.416+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:50.136Z"",""ethsia_pistosi"":2014116.6,""current_quarter"":2,""katanomes_etous"":550000,""available_budget"":550000,""yearly_available"":2014116.6,""quarter_available"":0}"
1514,2024ΝΑ85300021,5174711,0.00,699329.44,0.00,699329.44,0.00,0.00,300000.00,0.00,2025-04-01 11:54:31.549+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:49.299Z"",""ethsia_pistosi"":699329.44,""current_quarter"":2,""katanomes_etous"":300000,""available_budget"":300000,""yearly_available"":699329.44,""quarter_available"":0}"
1512,2024ΝΑ85300019,5174712,0.00,346928.40,0.00,346928.40,0.00,0.00,50000.00,0.00,2025-04-01 11:54:30.558+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:48.475Z"",""ethsia_pistosi"":346928.4,""current_quarter"":2,""katanomes_etous"":50000,""available_budget"":50000,""yearly_available"":346928.4,""quarter_available"":0}"
1499,2024ΝΑ85300013,5174713,0.00,1821455.10,0.00,1821455.10,0.00,0.00,1500000.00,0.00,2025-04-01 11:54:25.055+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:43.069Z"",""ethsia_pistosi"":1821455.1,""current_quarter"":2,""katanomes_etous"":1500000,""available_budget"":1500000,""yearly_available"":1821455.1,""quarter_available"":0}"
1359,2024ΝΑ85300040,5174718,0.00,22000.00,0.00,22000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:10.026+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:05.528Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":22000,""quarter_available"":0}"
1474,2024ΝΑ85300002,5174719,0.00,55000.00,0.00,55000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:54:14.258+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:32.727Z"",""ethsia_pistosi"":55000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":55000,""quarter_available"":0}"
1513,2024ΝΑ85300020,5174721,0.00,194602.38,0.00,194602.38,0.00,0.00,25000.00,0.00,2025-04-01 11:54:31.037+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:48.888Z"",""ethsia_pistosi"":194602.38,""current_quarter"":2,""katanomes_etous"":25000,""available_budget"":25000,""yearly_available"":194602.38,""quarter_available"":0}"
1374,2024ΝΑ85300048,5174722,0.00,17000.54,0.00,17000.54,0.00,0.00,15000.00,0.00,2025-04-01 10:56:16.234+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:11.772Z"",""ethsia_pistosi"":17000.54,""current_quarter"":2,""katanomes_etous"":15000,""available_budget"":15000,""yearly_available"":17000.54,""quarter_available"":0}"
1373,2024ΝΑ85300047,5174723,0.00,30922.30,0.00,30922.30,0.00,0.00,10000.00,0.00,2025-04-01 10:56:15.773+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:11.349Z"",""ethsia_pistosi"":30922.3,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":30922.3,""quarter_available"":0}"
1501,2024ΝΑ85300015,5180891,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:25.906+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:43.911Z"",""ethsia_pistosi"":0,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":0,""quarter_available"":0}"
1376,2024ΝΑ85300050,5185551,0.00,21846.03,0.00,21846.03,0.00,0.00,20000.00,0.00,2025-04-01 10:56:17.052+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:12.626Z"",""ethsia_pistosi"":21846.03,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":21846.03,""quarter_available"":0}"
1346,2024ΝΑ85300034,5185579,0.00,110000.00,0.00,110000.00,0.00,0.00,10000.00,0.00,2025-04-01 10:56:04.709+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:00.557Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":110000,""quarter_available"":0}"
1526,2024ΝΑ85300026,5185638,0.00,33000.00,0.00,33000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:36.639+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:54.305Z"",""ethsia_pistosi"":33000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":33000,""quarter_available"":0}"
1372,2024ΝΑ85300046,5185646,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:15.365+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:10.932Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
