id,na853,mis,proip,ethsia_pistosi,q1,q2,q3,q4,katanomes_etous,user_view,created_at,updated_at,last_quarter_check,sum
1500,2024ΝΑ85300014,5185773,0.00,10000.00,0.00,10000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:25.475+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:43.494Z"",""ethsia_pistosi"":10000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":10000,""quarter_available"":0}"
1375,2024ΝΑ85300049,5185847,0.00,55000.00,0.00,55000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:16.643+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:12.194Z"",""ethsia_pistosi"":55000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":55000,""quarter_available"":0}"
1524,2024ΝΑ85300024,5185909,0.00,55000.00,0.00,55000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:35.797+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:53.461Z"",""ethsia_pistosi"":55000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":55000,""quarter_available"":0}"
1358,2024ΝΑ85300039,5185960,0.00,33000.00,0.00,33000.00,0.00,0.00,10000.00,32800.00,2025-04-01 10:56:09.619+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":32800,""updated_at"":""2025-05-28T09:45:36.630Z"",""ethsia_pistosi"":33000,""current_quarter"":""q2"",""katanomes_etous"":10000,""available_budget"":-22800,""yearly_available"":200,""quarter_available"":200}"
1483,2024ΝΑ85300004,5188985,0.00,110000.00,0.00,110000.00,0.00,0.00,15000.00,0.00,2025-04-01 11:54:18.141+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:36.465Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":15000,""available_budget"":15000,""yearly_available"":110000,""quarter_available"":0}"
1363,2024ΝΑ85300044,5188986,0.00,83088.90,0.00,83088.90,0.00,0.00,15000.00,0.00,2025-04-01 10:56:11.659+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:07.218Z"",""ethsia_pistosi"":83088.9,""current_quarter"":2,""katanomes_etous"":15000,""available_budget"":15000,""yearly_available"":83088.9,""quarter_available"":0}"
1349,2024ΝΑ85300037,5188987,0.00,11000.00,0.00,11000.00,0.00,0.00,5000.00,0.00,2025-04-01 10:56:05.945+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:01.780Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":5000,""available_budget"":5000,""yearly_available"":11000,""quarter_available"":0}"
1357,2024ΝΑ85300038,5188991,0.00,22000.00,0.00,22000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:09.222+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:04.707Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":22000,""quarter_available"":0}"
1345,2024ΝΑ85300033,5188992,0.00,32577.06,0.00,32577.06,0.00,0.00,20000.00,0.00,2025-04-01 10:56:04.316+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:00.141Z"",""ethsia_pistosi"":32577.06,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":32577.06,""quarter_available"":0}"
1528,2024ΝΑ85300028,5189045,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:37.476+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:55.136Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
1498,2024ΝΑ85300012,5189047,0.00,28952.23,0.00,28952.23,0.00,0.00,20000.00,0.00,2025-04-01 11:54:24.596+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:42.640Z"",""ethsia_pistosi"":28952.23,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":28952.23,""quarter_available"":0}"
1482,2024ΝΑ85300003,5189048,0.00,735185.40,0.00,735185.40,0.00,0.00,200000.00,0.00,2025-04-01 11:54:17.709+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:36.059Z"",""ethsia_pistosi"":735185.4,""current_quarter"":2,""katanomes_etous"":200000,""available_budget"":200000,""yearly_available"":735185.4,""quarter_available"":0}"
1484,2024ΝΑ85300005,5189050,0.00,101996.67,0.00,101996.67,0.00,0.00,30000.00,0.00,2025-04-01 11:54:18.608+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:36.870Z"",""ethsia_pistosi"":101996.67,""current_quarter"":2,""katanomes_etous"":30000,""available_budget"":30000,""yearly_available"":101996.67,""quarter_available"":0}"
1488,2024ΝΑ85300009,5198090,0.00,20232.06,0.00,20232.06,0.00,0.00,20000.00,0.00,2025-04-01 11:54:20.348+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:38.512Z"",""ethsia_pistosi"":20232.06,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":20232.06,""quarter_available"":0}"
1362,2024ΝΑ85300043,5200058,0.00,110000.00,0.00,110000.00,0.00,0.00,30000.00,0.00,2025-04-01 10:56:11.246+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:06.789Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":30000,""available_budget"":30000,""yearly_available"":110000,""quarter_available"":0}"
1361,2024ΝΑ85300042,5200059,0.00,108200.00,0.00,108200.00,0.00,0.00,30000.00,0.00,2025-04-01 10:56:10.84+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:34:06.372Z"",""ethsia_pistosi"":108200,""current_quarter"":2,""katanomes_etous"":30000,""available_budget"":30000,""yearly_available"":108200,""quarter_available"":0}"
1485,2024ΝΑ85300006,5200656,0.00,196405.59,0.00,196405.59,0.00,0.00,40000.00,0.00,2025-04-01 11:54:19.018+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:37.280Z"",""ethsia_pistosi"":196405.59,""current_quarter"":2,""katanomes_etous"":40000,""available_budget"":40000,""yearly_available"":196405.59,""quarter_available"":0}"
1344,2024ΝΑ85300032,5201404,0.00,110000.00,0.00,110000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:03.913+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:59.731Z"",""ethsia_pistosi"":110000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":110000,""quarter_available"":0}"
1435,2024ΝΑ85300000,5201405,0.00,55000.00,0.00,55000.00,0.00,0.00,5000.00,0.00,2025-04-01 11:53:57.462+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:15.636Z"",""ethsia_pistosi"":55000,""current_quarter"":2,""katanomes_etous"":5000,""available_budget"":5000,""yearly_available"":55000,""quarter_available"":0}"
1486,2024ΝΑ85300007,5201407,0.00,220000.00,0.00,220000.00,0.00,0.00,30000.00,0.00,2025-04-01 11:54:19.511+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:37.697Z"",""ethsia_pistosi"":220000,""current_quarter"":2,""katanomes_etous"":30000,""available_budget"":30000,""yearly_available"":220000,""quarter_available"":0}"
1436,2024ΝΑ85300054,5203790,0.00,11000.00,0.00,11000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:53:57.888+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:16.069Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":11000,""quarter_available"":0}"
1471,2024ΝΑ85300164,5203792,0.00,165000.00,0.00,165000.00,0.00,0.00,165000.00,0.00,2025-04-01 11:54:12.948+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:31.483Z"",""ethsia_pistosi"":165000,""current_quarter"":2,""katanomes_etous"":165000,""available_budget"":165000,""yearly_available"":165000,""quarter_available"":0}"
1517,2024ΝΑ85300055,5203794,0.00,22000.00,0.00,22000.00,0.00,0.00,20000.00,0.00,2025-04-01 11:54:32.85+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:46.824Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":20000,""available_budget"":20000,""yearly_available"":22000,""quarter_available"":0}"
1518,2024ΝΑ85300056,5203795,0.00,11000.00,0.00,11000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:54:33.267+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:47.239Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":11000,""quarter_available"":0}"
1519,2024ΝΑ85300057,5203796,0.00,11000.00,0.00,11000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:54:33.679+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:50.555Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":11000,""quarter_available"":0}"
1468,2024ΝΑ85300160,5203797,0.00,220000.00,0.00,220000.00,0.00,0.00,50000.00,0.00,2025-04-01 11:54:11.692+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:30.247Z"",""ethsia_pistosi"":220000,""current_quarter"":2,""katanomes_etous"":50000,""available_budget"":50000,""yearly_available"":220000,""quarter_available"":0}"
1460,2024ΝΑ85300159,5203800,0.00,19999.92,0.00,19999.92,0.00,0.00,10000.00,0.00,2025-04-01 11:54:08.248+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:26.956Z"",""ethsia_pistosi"":19999.92,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":19999.92,""quarter_available"":0}"
1520,2024ΝΑ85300058,5203804,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:34.087+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:50.961Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
1521,2024ΝΑ85300059,5203805,0.00,22000.00,0.00,22000.00,0.00,0.00,0.00,0.00,2025-04-01 11:54:34.502+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:51.371Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":22000,""quarter_available"":0}"
1522,2024ΝΑ85300060,5203807,0.00,286147.01,0.00,286147.01,0.00,0.00,200000.00,0.00,2025-04-01 11:54:34.926+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:51.786Z"",""ethsia_pistosi"":286147.01,""current_quarter"":2,""katanomes_etous"":200000,""available_budget"":200000,""yearly_available"":286147.01,""quarter_available"":0}"
1523,2024ΝΑ85300061,5203809,0.00,22000.00,0.00,22000.00,0.00,0.00,10000.00,0.00,2025-04-01 11:54:35.386+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:52.206Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":22000,""quarter_available"":0}"
1336,2024ΝΑ85300062,5203810,0.00,22000.00,0.00,22000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:00.609+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:52.625Z"",""ethsia_pistosi"":22000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":22000,""quarter_available"":0}"
1337,2024ΝΑ85300063,5203811,0.00,423118.87,0.00,423118.87,0.00,0.00,400000.00,0.00,2025-04-01 10:56:01.02+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:53.035Z"",""ethsia_pistosi"":423118.87,""current_quarter"":2,""katanomes_etous"":400000,""available_budget"":400000,""yearly_available"":423118.87,""quarter_available"":0}"
1338,2024ΝΑ85300064,5203814,0.00,215498.68,0.00,215498.68,0.00,0.00,215000.00,0.00,2025-04-01 10:56:01.434+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:56.402Z"",""ethsia_pistosi"":215498.68,""current_quarter"":2,""katanomes_etous"":215000,""available_budget"":215000,""yearly_available"":215498.68,""quarter_available"":0}"
1339,2024ΝΑ85300065,5203815,0.00,14502.40,0.00,14502.40,0.00,0.00,10000.00,0.00,2025-04-01 10:56:01.849+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:56.821Z"",""ethsia_pistosi"":14502.4,""current_quarter"":2,""katanomes_etous"":10000,""available_budget"":10000,""yearly_available"":14502.4,""quarter_available"":0}"
1340,2024ΝΑ85300066,5203816,0.00,11000.00,0.00,11000.00,0.00,0.00,0.00,0.00,2025-04-01 10:56:02.277+00,2025-05-28 10:41:25.742954+00,q2,"{""user_view"":0,""updated_at"":""2025-04-11T09:33:57.260Z"",""ethsia_pistosi"":11000,""current_quarter"":2,""katanomes_etous"":0,""available_budget"":0,""yearly_available"":11000,""quarter_available"":0}"
