project_index_id,muni_code
2427,9066
2428,9026
2428,9061
2428,9066
2429,9026
2429,9061
2429,9066
2430,9026
2430,9061
2430,9066
2439,9112
2439,9233
2439,9237
2440,9112
2440,9233
2440,9237
2441,9112
2441,9233
2441,9237
2442,9112
2442,9233
2442,9237
2451,9135
2452,9135
2453,9135
2454,9135
2459,9135
2460,9135
2461,9135
2462,9135
2463,9153
2464,9153
2465,9153
2466,9153
2475,9274
2475,9284
2476,9274
2476,9284
2503,9066
2503,9080
2503,9081
2503,9082
2503,9083
2503,9084
2503,9085
2503,9087
2504,9066
2504,9080
2504,9081
2504,9082
2504,9083
2504,9084
2504,9085
2504,9087
2505,9066
2505,9080
2505,9081
2505,9082
2505,9083
2505,9084
2505,9085
2505,9087
2535,9040
2535,9041
2536,9040
2536,9041
2537,9040
2537,9041
2538,9040
2538,9041
2547,9057
2548,9057
2549,9057
2550,9057
2555,9310
2556,9310
2557,9310
2558,9310
2563,9051
2564,9051
2565,9051
2566,9051
2567,9314
2568,9314
2569,9314
2570,9314
2575,9151
2576,9151
2577,9151
2578,9151
2627,9077
2627,9090
2627,9116
2627,9127
2627,9128
2627,9139
2628,9077
2628,9090
2628,9116
2628,9127
2628,9128
2628,9139
2629,9077
2629,9090
2629,9116
2629,9127
2629,9128
2629,9139
2630,9077
2630,9090
2630,9116
2630,9127
2630,9128
2630,9139
2667,9220
2667,9225
2667,9227
2667,9248
2668,9220
2668,9225
2668,9227
2668,9248
2669,9220
2669,9225
2669,9227
2669,9248
2670,9220
2670,9225
2670,9227
2670,9248
2719,9030
2720,9030
2721,9030
2722,9030
2767,9091
2768,9091
2769,9091
2770,9091
2823,9208
2824,9208
2825,9208
2826,9208
2855,9230
2856,9230
2857,9230
2858,9230
2883,9060
2884,9060
2885,9060
2886,9060
2907,9215
2908,9215
2909,9215
2910,9215
2935,9161
2936,9161
2937,9161
2938,9161
2971,9135
2972,9135
2973,9135
2974,9135
2983,9314
2984,9314
2985,9314
2986,9314
3015,9261
3016,9261
3017,9261
3018,9261
3027,9233
3028,9233
3029,9233
3030,9233
3051,9060
3052,9060
3053,9060
3054,9060
3063,9002
3064,9002
3065,9002
3066,9002
3075,9090
3076,9090
3077,9090
3078,9090
3115,9056
3116,9056
3117,9056
3118,9056
3243,9231
3244,9231
3245,9231
3246,9231
3247,9231
3289,9014
3290,9014
3291,9014
3292,9014
3357,9056
3358,9056
3359,9056
3360,9056
3549,9120
3550,9120
3551,9120
3552,9120
3581,9155
3582,9155
3583,9155
3584,9155
3625,9113
3626,9113
3627,9113
3628,9113
3657,9024
3658,9024
3659,9024
3660,9024
3669,9148
3669,9155
3670,9148
3670,9155
3671,9148
3671,9155
3672,9148
3672,9155
3673,9116
3673,9117
3673,9120
3673,9121
3674,9116
3674,9117
3674,9120
3674,9121
3675,9116
3675,9117
3675,9120
3675,9121
3676,9116
3676,9117
3676,9120
3676,9121
3677,9091
3677,9092
3677,9093
3677,9094
3677,9095
3677,9096
3677,9097
3677,9098
3677,9099
3677,9100
3677,9101
3677,9102
3677,9103
3677,9104
3677,9105
3677,9106
3677,9107
3677,9108
3677,9112
3677,9113
3677,9114
3677,9115
3677,9158
3677,9159
3677,9160
3677,9161
3677,9162
3677,9163
3677,9164
3678,9091
3678,9092
3678,9093
3678,9094
3678,9095
3678,9096
3678,9097
3678,9098
3678,9099
3678,9100
3678,9101
3678,9102
3678,9103
3678,9104
3678,9105
3678,9106
3678,9107
3678,9108
3678,9112
3678,9113
3678,9114
3678,9115
3678,9158
3678,9159
3678,9160
3678,9161
3678,9162
3678,9163
3678,9164
3679,9091
3679,9092
3679,9093
3679,9094
3679,9095
3679,9096
3679,9097
3679,9098
3679,9099
3679,9100
3679,9101
3679,9102
3679,9103
3679,9104
3679,9105
3679,9106
3679,9107
3679,9108
3679,9112
3679,9113
3679,9114
3679,9115
3679,9158
3679,9159
3679,9160
3679,9161
3679,9162
3679,9163
3679,9164
3680,9091
3680,9092
3680,9093
3680,9094
3680,9095
3680,9096
3680,9097
3680,9098
3680,9099
3680,9100
3680,9101
3680,9102
3680,9103
3680,9104
3680,9105
3680,9106
3680,9107
3680,9108
3680,9112
3680,9113
3680,9114
3680,9115
3680,9158
3680,9159
3680,9160
3680,9161
3680,9162
3680,9163
3680,9164
3681,9006
3682,9006
3683,9006
3684,9006
3693,9259
3693,9264
3693,9266
3694,9259
3694,9264
3694,9266
3695,9259
3695,9264
3695,9266
3696,9259
3696,9264
3696,9266
3709,9078
3709,9081
3709,9088
3709,9089
3709,9090
3710,9078
3710,9081
3710,9088
3710,9089
3710,9090
3711,9078
3711,9081
3711,9088
3711,9089
3711,9090
3712,9078
3712,9081
3712,9088
3712,9089
3712,9090
3725,9063
3725,9064
3726,9063
3726,9064
3727,9063
3727,9064
3728,9063
3728,9064
3733,9030
3734,9030
3735,9030
3736,9030
3737,9054
3738,9054
3739,9054
3740,9054
3745,9325
3746,9325
3747,9325
3748,9325
3753,9264
3754,9264
3755,9264
3756,9264
3761,9106
3762,9106
3763,9106
3764,9106
3765,9259
3765,9264
3765,9266
3778,9219
3778,9225
3779,9219
3779,9225
3780,9219
3780,9225
3781,9219
3781,9225
3782,9046
3782,9047
3782,9062
3782,9067
3782,9069
3783,9046
3783,9047
3783,9062
3783,9067
3783,9069
3784,9046
3784,9047
3784,9062
3784,9067
3784,9069
3785,9046
3785,9047
3785,9062
3785,9067
3785,9069
3786,9091
3786,9094
3786,9095
3786,9096
3786,9097
3786,9098
3786,9099
3786,9100
3786,9101
3786,9102
3786,9103
3786,9112
3786,9113
3786,9114
3786,9115
3786,9162
3787,9091
3787,9094
3787,9095
3787,9096
3787,9097
3787,9098
3787,9099
3787,9100
3787,9101
3787,9102
3787,9103
3787,9112
3787,9113
3787,9114
3787,9115
3787,9162
3788,9091
3788,9094
3788,9095
3788,9096
3788,9097
3788,9098
3788,9099
3788,9100
3788,9101
3788,9102
3788,9103
3788,9112
3788,9113
3788,9114
3788,9115
3788,9162
3789,9091
3789,9094
3789,9095
3789,9096
3789,9097
3789,9098
3789,9099
3789,9100
3789,9101
3789,9102
3789,9103
3789,9112
3789,9113
3789,9114
3789,9115
3789,9162
3794,9170
3794,9174
3794,9188
3795,9170
3795,9174
3795,9188
3796,9170
3796,9174
3796,9188
3797,9170
3797,9174
3797,9188
3799,9097
3799,9098
3799,9099
3799,9100
3799,9101
3799,9102
3799,9103
3799,9112
3799,9113
3799,9114
3799,9115
3804,9020
3804,9021
3804,9022
3805,9020
3805,9021
3805,9022
3806,9020
3806,9021
3806,9022
3807,9020
3807,9021
3807,9022
3808,9002
3809,9002
3810,9002
3811,9002
3812,9006
3812,9007
3812,9008
3812,9010
3813,9006
3813,9007
3813,9008
3813,9010
3814,9006
3814,9007
3814,9008
3814,9010
3815,9006
3815,9007
3815,9008
3815,9010
3828,9040
3828,9041
3829,9040
3829,9041
3830,9040
3830,9041
3831,9040
3831,9041
3832,9322
3832,9324
3833,9322
3833,9324
3834,9322
3834,9324
3835,9322
3835,9324
3840,9129
3841,9129
3842,9129
3843,9129
3852,9224
3853,9224
3854,9224
3855,9224
3860,9165
3861,9165
3862,9165
3863,9165
3868,9140
3868,9141
3869,9140
3869,9141
3870,9140
3870,9141
3871,9140
3871,9141
3884,9264
3885,9264
3886,9264
3887,9264
3888,9307
3888,9309
3888,9310
3888,9312
3888,9316
3888,9317
3888,9318
3888,9319
3888,9323
3889,9307
3889,9309
3889,9310
3889,9312
3889,9316
3889,9317
3889,9318
3889,9319
3889,9323
3890,9307
3890,9309
3890,9310
3890,9312
3890,9316
3890,9317
3890,9318
3890,9319
3890,9323
3891,9307
3891,9309
3891,9310
3891,9312
3891,9316
3891,9317
3891,9318
3891,9319
3891,9323
3892,9116
3892,9117
3892,9120
3892,9121
3893,9116
3893,9117
3893,9120
3893,9121
3958,9008
3959,9008
3960,9008
3961,9008
