id,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia
104,903701,ΠΑΝΟΡΑΜΑΤΟΣ,9037,ΔΗΜΟΣ,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
105,903702,ΠΥΛΑΙΑΣ,9037,ΔΗΜΟΣ,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
106,903703,ΧΟΡΤΙΑΤΗ,9037,ΔΗΜΟΣ,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
107,903801,ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ,9038,ΔΗΜΟΣ,ΧΑΛΚΗΔΟΝΟΣ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
108,903802,ΚΟΥΦΑΛΙΩΝ,9038,ΔΗΜΟΣ,ΧΑΛΚΗΔΟΝΟΣ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
109,903803,ΧΑΛΚΗΔΟΝΟΣ,9038,ΔΗΜΟΣ,ΧΑΛΚΗΔΟΝΟΣ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
110,903901,ΚΑΛΛΙΘΕΑΣ,9039,ΔΗΜΟΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
111,903902,ΜΥΓΔΟΝΙΑΣ,9039,ΔΗΜΟΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
112,903903,ΩΡΑΙΟΚΑΣΤΡΟΥ,9039,ΔΗΜΟΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ,202,ΘΕΣΣΑΛΟΝΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
113,904001,ΓΑΛΛΙΚΟΥ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
114,904002,ΔΟΪΡΑΝΗΣ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
115,904003,ΚΙΛΚΙΣ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
116,904004,ΚΡΟΥΣΣΩΝ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
117,904005,ΜΟΥΡΙΩΝ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
118,904006,ΠΙΚΡΟΛΙΜΝΗΣ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
119,904007,ΧΕΡΣΟΥ,9040,ΔΗΜΟΣ,ΚΙΛΚΙΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
120,904101,ΑΞΙΟΥΠΟΛΗΣ,9041,ΔΗΜΟΣ,ΠΑΙΟΝΙΑΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
121,904102,ΓΟΥΜΕΝΙΣΣΑΣ,9041,ΔΗΜΟΣ,ΠΑΙΟΝΙΑΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
122,904103,ΕΥΡΩΠΟΥ,9041,ΔΗΜΟΣ,ΠΑΙΟΝΙΑΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
123,904104,ΛΙΒΑΔΙΩΝ,9041,ΔΗΜΟΣ,ΠΑΙΟΝΙΑΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
124,904105,ΠΟΛΥΚΑΣΤΡΟΥ,9041,ΔΗΜΟΣ,ΠΑΙΟΝΙΑΣ,203,ΚΙΛΚΙΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
125,904201,ΑΡΙΔΑΙΑΣ,9042,ΔΗΜΟΣ,ΑΛΜΩΠΙΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
126,904202,ΕΞΑΠΛΑΤΑΝΟΥ,9042,ΔΗΜΟΣ,ΑΛΜΩΠΙΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
127,904301,ΒΕΓΟΡΙΤΙΔΑΣ,9043,ΔΗΜΟΣ,ΕΔΕΣΣΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
128,904302,ΕΔΕΣΣΑΣ,9043,ΔΗΜΟΣ,ΕΔΕΣΣΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
129,904401,ΓΙΑΝΝΙΤΣΩΝ,9044,ΔΗΜΟΣ,ΠΕΛΛΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
130,904402,ΚΡΥΑΣ ΒΡΥΣΗΣ,9044,ΔΗΜΟΣ,ΠΕΛΛΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
131,904403,ΚΥΡΡΟΥ,9044,ΔΗΜΟΣ,ΠΕΛΛΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
132,904404,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ,9044,ΔΗΜΟΣ,ΠΕΛΛΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
133,904405,ΠΕΛΛΑΣ,9044,ΔΗΜΟΣ,ΠΕΛΛΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
134,904501,ΜΕΝΗΙΔΟΣ,9045,ΔΗΜΟΣ,ΣΚΥΔΡΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
135,904502,ΣΚΥΔΡΑΣ,9045,ΔΗΜΟΣ,ΣΚΥΔΡΑΣ,204,ΠΕΛΛΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
136,904601,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,9046,ΔΗΜΟΣ,ΔΙΟΥ-ΟΛΥΜΠΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
137,904602,ΔΙΟΥ,9046,ΔΗΜΟΣ,ΔΙΟΥ-ΟΛΥΜΠΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
138,904603,ΛΙΤΟΧΩΡΟΥ,9046,ΔΗΜΟΣ,ΔΙΟΥ-ΟΛΥΜΠΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
139,904701,ΕΛΑΦΙΝΑΣ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
140,904702,ΚΑΤΕΡΙΝΗΣ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
141,904703,ΚΟΡΙΝΟΥ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
142,904704,ΠΑΡΑΛΙΑΣ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
143,904705,ΠΕΤΡΑΣ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
144,904706,ΠΙΕΡΙΩΝ,9047,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
145,904801,ΑΙΓΙΝΙΟΥ,9048,ΔΗΜΟΣ,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
146,904802,ΚΟΛΙΝΔΡΟΥ,9048,ΔΗΜΟΣ,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
147,904803,ΜΕΘΩΝΗΣ,9048,ΔΗΜΟΣ,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
148,904804,ΠΥΔΝΑΣ,9048,ΔΗΜΟΣ,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,205,ΠΙΕΡΙΑΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
149,904901,ΑΜΦΙΠΟΛΗΣ,9049,ΔΗΜΟΣ,ΑΜΦΙΠΟΛΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
150,904902,ΚΟΡΜΙΣΤΑΣ,9049,ΔΗΜΟΣ,ΑΜΦΙΠΟΛΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
151,904903,ΠΡΩΤΗΣ,9049,ΔΗΜΟΣ,ΑΜΦΙΠΟΛΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
152,904904,ΡΟΔΟΛΙΒΟΥΣ,9049,ΔΗΜΟΣ,ΑΜΦΙΠΟΛΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
153,905001,ΑΧΙΝΟΥ,9050,ΔΗΜΟΣ,ΒΙΣΑΛΤΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
154,905002,ΒΙΣΑΛΤΙΑΣ,9050,ΔΗΜΟΣ,ΒΙΣΑΛΤΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
155,905003,ΝΙΓΡΙΤΗΣ,9050,ΔΗΜΟΣ,ΒΙΣΑΛΤΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
156,905004,ΤΡΑΓΙΛΟΥ,9050,ΔΗΜΟΣ,ΒΙΣΑΛΤΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
157,905101,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,9051,ΔΗΜΟΣ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
158,905102,ΣΤΡΥΜΩΝΑ,9051,ΔΗΜΟΣ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
159,905201,ΗΡΑΚΛΕΙΑΣ,9052,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
160,905202,ΣΚΟΤΟΥΣΣΗΣ,9052,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
161,905203,ΣΤΡΥΜΟΝΙΚΟΥ,9052,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΑΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
162,905301,ΑΛΙΣΤΡΑΤΗΣ,9053,ΔΗΜΟΣ,ΝΕΑΣ ΖΙΧΝΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
163,905302,ΝΕΑΣ ΖΙΧΝΗΣ,9053,ΔΗΜΟΣ,ΝΕΑΣ ΖΙΧΝΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
164,905401,ΑΝΩ ΒΡΟΝΤΟΥΣ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
165,905402,ΚΑΠΕΤΑΝ  ΜΗΤΡΟΥΣΙΟΥ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
166,905403,ΛΕΥΚΩΝΑ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
167,905404,ΟΡΕΙΝΗΣ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
168,905405,ΣΕΡΡΩΝ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
169,905406,ΣΚΟΥΤΑΡΕΩΣ,9054,ΔΗΜΟΣ,ΣΕΡΡΩΝ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
170,905501,ΑΓΚΙΣΤΡΟΥ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
171,905502,ΑΧΛΑΔΟΧΩΡΙΟΥ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
172,905503,ΚΕΡΚΙΝΗΣ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
173,905504,ΠΕΤΡΙΤΣΙΟΥ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
174,905505,ΠΡΟΜΑΧΩΝΟΣ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
175,905506,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,9055,ΔΗΜΟΣ,ΣΙΝΤΙΚΗΣ,206,ΣΕΡΡΩΝ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
176,905601,ΑΡΝΑΙΑΣ,9056,ΔΗΜΟΣ,ΑΡΙΣΤΟΤΕΛΗ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
177,905602,ΠΑΝΑΓΙΑΣ,9056,ΔΗΜΟΣ,ΑΡΙΣΤΟΤΕΛΗ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
178,905603,ΣΤΑΓΕΙΡΩΝ-ΑΚΑΝΘΟΥ,9056,ΔΗΜΟΣ,ΑΡΙΣΤΟΤΕΛΗ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
179,905701,ΚΑΣΣΑΝΔΡΑΣ,9057,ΔΗΜΟΣ,ΚΑΣΣΑΝΔΡΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
180,905702,ΠΑΛΛΗΝΗΣ,9057,ΔΗΜΟΣ,ΚΑΣΣΑΝΔΡΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
181,905801,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,9058,ΔΗΜΟΣ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
182,905802,ΜΟΥΔΑΝΙΩΝ,9058,ΔΗΜΟΣ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
183,905803,ΤΡΙΓΛΙΑΣ,9058,ΔΗΜΟΣ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
184,905901,ΑΝΘΕΜΟΥΝΤΑ,9059,ΔΗΜΟΣ,ΠΟΛΥΓΥΡΟΥ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
185,905902,ΖΕΡΒΟΧΩΡΙΩΝ,9059,ΔΗΜΟΣ,ΠΟΛΥΓΥΡΟΥ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
186,905903,ΟΡΜΥΛΙΑΣ,9059,ΔΗΜΟΣ,ΠΟΛΥΓΥΡΟΥ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
187,905904,ΠΟΛΥΓΥΡΟΥ,9059,ΔΗΜΟΣ,ΠΟΛΥΓΥΡΟΥ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
188,906001,ΣΙΘΩΝΙΑΣ,9060,ΔΗΜΟΣ,ΣΙΘΩΝΙΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
189,906002,ΤΟΡΩΝΗΣ,9060,ΔΗΜΟΣ,ΣΙΘΩΝΙΑΣ,207,ΧΑΛΚΙΔΙΚΗΣ,2,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
190,906101,ΑΒΔΕΛΛΑΣ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
191,906102,ΑΓΙΟΥ ΚΟΣΜΑ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
192,906103,ΒΕΝΤΖΙΟΥ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
193,906104,ΓΟΡΓΙΑΝΗΣ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
194,906105,ΓΡΕΒΕΝΩΝ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
195,906106,ΔΟΤΣΙΚΟΥ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
196,906107,ΗΡΑΚΛΕΩΤΩΝ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
197,906108,ΘΕΟΔΩΡΟΥ ΖΙΑΚΑ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
198,906109,ΜΕΣΟΛΟΥΡΙΟΥ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
199,906110,ΠΕΡΙΒΟΛΙΟΥ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
200,906111,ΣΑΜΑΡΙΝΑΣ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
201,906112,ΣΜΙΞΗΣ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
202,906113,ΦΙΛΙΠΠΑΙΩΝ,9061,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
203,906201,ΔΕΣΚΑΤΗΣ,9062,ΔΗΜΟΣ,ΔΕΣΚΑΤΗΣ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
204,906202,ΧΑΣΙΩΝ,9062,ΔΗΜΟΣ,ΔΕΣΚΑΤΗΣ,301,ΓΡΕΒΕΝΩΝ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
205,906301,ΑΓΙΑΣ ΤΡΙΑΔΟΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
206,906302,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
207,906303,ΒΙΤΣΙΟΥ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
208,906304,ΚΑΣΤΟΡΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
209,906305,ΚΑΣΤΡΑΚΙΟΥ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
210,906306,ΚΛΕΙΣΟΥΡΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
211,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
