id,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia
335,909301,ΝΕΒΡΟΠΟΛΗΣ ΑΓΡΑΦΩΝ,9093,ΔΗΜΟΣ,ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
336,909302,ΠΛΑΣΤΗΡΑ,9093,ΔΗΜΟΣ,ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
337,909401,ΙΘΩΜΗΣ,9094,ΔΗΜΟΣ,ΜΟΥΖΑΚΙΟΥ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
338,909402,ΜΟΥΖΑΚΙΟΥ,9094,ΔΗΜΟΣ,ΜΟΥΖΑΚΙΟΥ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
339,909403,ΠΑΜΙΣΟΥ,9094,ΔΗΜΟΣ,ΜΟΥΖΑΚΙΟΥ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
340,909501,ΠΑΛΑΜΑ,9095,ΔΗΜΟΣ,ΠΑΛΑΜΑ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
341,909502,ΣΕΛΛΑΝΩΝ,9095,ΔΗΜΟΣ,ΠΑΛΑΜΑ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
342,909503,ΦΥΛΛΟΥ,9095,ΔΗΜΟΣ,ΠΑΛΑΜΑ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
343,909601,ΑΡΝΗΣ,9096,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
344,909602,ΜΕΝΕΛΑΪΔΑΣ,9096,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
345,909603,ΡΕΝΤΙΝΗΣ,9096,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
346,909604,ΣΟΦΑΔΩΝ,9096,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
347,909605,ΤΑΜΑΣΙΟΥ,9096,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
348,909701,ΑΓΙΑΣ,9097,ΔΗΜΟΣ,ΑΓΙΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
349,909702,ΕΥΡΥΜΕΝΩΝ,9097,ΔΗΜΟΣ,ΑΓΙΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
350,909703,ΛΑΚΕΡΕΙΑΣ,9097,ΔΗΜΟΣ,ΑΓΙΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
351,909704,ΜΕΛΙΒΟΙΑΣ,9097,ΔΗΜΟΣ,ΑΓΙΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
352,909801,ΑΝΤΙΧΑΣΙΩΝ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
353,909802,ΒΕΡΔΙΚΟΥΣΗΣ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
354,909803,ΕΛΑΣΣΟΝΑΣ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
355,909804,ΚΑΡΥΑΣ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
356,909805,ΛΙΒΑΔΙΟΥ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
357,909806,ΟΛΥΜΠΟΥ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
358,909807,ΠΟΤΑΜΙΑΣ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
359,909808,ΣΑΡΑΝΤΑΠΟΡΟΥ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
360,909809,ΤΣΑΡΙΤΣΑΝΗΣ,9098,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
361,909901,ΑΡΜΕΝΙΟΥ,9099,ΔΗΜΟΣ,ΚΙΛΕΛΕΡ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
362,909902,ΚΙΛΕΛΕΡ,9099,ΔΗΜΟΣ,ΚΙΛΕΛΕΡ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
363,909903,ΚΡΑΝΝΩΝΟΣ,9099,ΔΗΜΟΣ,ΚΙΛΕΛΕΡ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
364,909904,ΝΙΚΑΙΑΣ,9099,ΔΗΜΟΣ,ΚΙΛΕΛΕΡ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
365,909905,ΠΛΑΤΥΚΑΜΠΟΥ,9099,ΔΗΜΟΣ,ΚΙΛΕΛΕΡ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
366,910001,ΓΙΑΝΝΟΥΛΗΣ,9100,ΔΗΜΟΣ,ΛΑΡΙΣΑΙΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
367,910002,ΚΟΙΛΑΔΑΣ,9100,ΔΗΜΟΣ,ΛΑΡΙΣΑΙΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
368,910003,ΛΑΡΙΣΑΙΩΝ,9100,ΔΗΜΟΣ,ΛΑΡΙΣΑΙΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
369,910101,ΑΜΠΕΛΑΚΙΩΝ,9101,ΔΗΜΟΣ,ΤΕΜΠΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
370,910102,ΓΟΝΝΩΝ,9101,ΔΗΜΟΣ,ΤΕΜΠΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
371,910103,ΚΑΤΩ ΟΛΥΜΠΟΥ,9101,ΔΗΜΟΣ,ΤΕΜΠΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
372,910104,ΜΑΚΡΥΧΩΡΙΟΥ,9101,ΔΗΜΟΣ,ΤΕΜΠΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
373,910105,ΝΕΣΣΩΝΟΣ,9101,ΔΗΜΟΣ,ΤΕΜΠΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
374,910201,ΑΜΠΕΛΩΝΟΣ,9102,ΔΗΜΟΣ,ΤΥΡΝΑΒΟΥ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
375,910202,ΤΥΡΝΑΒΟΥ,9102,ΔΗΜΟΣ,ΤΥΡΝΑΒΟΥ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
376,910301,ΕΝΙΠΠΕΑ,9103,ΔΗΜΟΣ,ΦΑΡΣΑΛΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
377,910302,ΝΑΡΘΑΚΙΟΥ,9103,ΔΗΜΟΣ,ΦΑΡΣΑΛΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
378,910303,ΠΟΛΥΔΑΜΑΝΤΑ,9103,ΔΗΜΟΣ,ΦΑΡΣΑΛΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
379,910304,ΦΑΡΣΑΛΩΝ,9103,ΔΗΜΟΣ,ΦΑΡΣΑΛΩΝ,502,ΛΑΡΙΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
380,910401,ΑΛΜΥΡΟΥ,9104,ΔΗΜΟΣ,ΑΛΜΥΡΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
381,910402,ΑΝΑΒΡΑΣ,9104,ΔΗΜΟΣ,ΑΛΜΥΡΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
382,910403,ΠΤΕΛΕΟΥ,9104,ΔΗΜΟΣ,ΑΛΜΥΡΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
383,910404,ΣΟΥΡΠΗΣ,9104,ΔΗΜΟΣ,ΑΛΜΥΡΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
384,910501,ΑΓΡΙΑΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
385,910502,ΑΙΣΩΝΙΑΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
386,910503,ΑΡΤΕΜΙΔΑΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
387,910504,ΒΟΛΟΥ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
388,910505,ΙΩΛΚΟΥ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
389,910506,ΜΑΚΡΙΝΙΤΣΗΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
390,910507,ΝΕΑΣ ΑΓΧΙΑΛΟΥ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
391,910508,ΝΕΑΣ ΙΩΝΙΑΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
392,910509,ΠΟΡΤΑΡΙΑΣ,9105,ΔΗΜΟΣ,ΒΟΛΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
393,910601,ΖΑΓΟΡΑΣ,9106,ΔΗΜΟΣ,ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
394,910602,ΜΟΥΡΕΣΙΟΥ,9106,ΔΗΜΟΣ,ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
395,910701,ΑΡΓΑΛΑΣΤΗΣ,9107,ΔΗΜΟΣ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
396,910702,ΑΦΕΤΩΝ,9107,ΔΗΜΟΣ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
397,910703,ΜΗΛΕΩΝ,9107,ΔΗΜΟΣ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
398,910704,ΣΗΠΙΑΔΟΣ,9107,ΔΗΜΟΣ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
399,910705,ΤΡΙΚΕΡΙΟΥ,9107,ΔΗΜΟΣ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
400,910801,ΚΑΡΛΑΣ,9108,ΔΗΜΟΣ,ΡΗΓΑ ΦΕΡΡΑΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
401,910802,ΚΕΡΑΜΙΔΙΟΥ,9108,ΔΗΜΟΣ,ΡΗΓΑ ΦΕΡΡΑΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
402,910803,ΦΕΡΩΝ,9108,ΔΗΜΟΣ,ΡΗΓΑ ΦΕΡΡΑΙΟΥ,503,ΜΑΓΝΗΣΙΑΣ,5,ΘΕΣΣΑΛΙΑΣ
403,910901,ΑΛΟΝΝΗΣΟΥ,9109,ΔΗΜΟΣ,ΑΛΟΝΝΗΣΟΥ,504,ΣΠΟΡΑΔΩΝ,5,ΘΕΣΣΑΛΙΑΣ
404,911001,ΣΚΙΑΘΟΥ,9110,ΔΗΜΟΣ,ΣΚΙΑΘΟΥ,504,ΣΠΟΡΑΔΩΝ,5,ΘΕΣΣΑΛΙΑΣ
405,911101,ΣΚΟΠΕΛΟΥ,9111,ΔΗΜΟΣ,ΣΚΟΠΕΛΟΥ,504,ΣΠΟΡΑΔΩΝ,5,ΘΕΣΣΑΛΙΑΣ
406,911201,ΑΣΠΡΟΠΟΤΑΜΟΥ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
407,911202,ΒΑΣΙΛΙΚΗΣ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
408,911203,ΚΑΛΑΜΠΑΚΑΣ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
409,911204,ΚΑΣΤΑΝΙΑΣ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
410,911205,ΚΛΕΙΝΟΒΟΥ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
411,911206,ΜΑΛΑΚΑΣΙΟΥ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
412,911207,ΤΥΜΦΑΙΩΝ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
413,911208,ΧΑΣΙΩΝ,9112,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
414,911301,ΑΙΘΗΚΩΝ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
415,911302,ΓΟΜΦΩΝ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
416,911303,ΜΥΡΟΦΥΛΛΟΥ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
417,911304,ΝΕΡΑΙΔΑΣ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
418,911305,ΠΙΑΛΕΙΩΝ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
419,911306,ΠΙΝΔΕΩΝ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
420,911307,ΠΥΛΗΣ,9113,ΔΗΜΟΣ,ΠΥΛΗΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
421,911401,ΕΣΤΙΑΙΩΤΙΔΑΣ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
422,911402,ΚΑΛΛΙΔΕΝΔΡΟΥ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
423,911403,ΚΟΖΙΑΚΑ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
424,911404,ΜΕΓΑΛΩΝ ΚΑΛΥΒΙΩΝ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
425,911405,ΠΑΛΗΟΚΑΣΤΡΟΥ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
426,911406,ΠΑΡΑΛΗΘΑΙΩΝ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
427,911407,ΤΡΙΚΚΑΙΩΝ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
428,911408,ΦΑΛΩΡΕΙΑΣ,9114,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
429,911501,ΟΙΧΑΛΙΑΣ,9115,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
430,911502,ΠΕΛΙΝΝΑΙΩΝ,9115,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
431,911503,ΦΑΡΚΑΔΟΝΑΣ,9115,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,505,ΤΡΙΚΑΛΩΝ,5,ΘΕΣΣΑΛΙΑΣ
432,911601,ΑΛΥΚΩΝ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
433,911602,ΑΡΚΑΔΙΩΝ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
434,911603,ΑΡΤΕΜΙΣΙΩΝ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
435,911604,ΕΛΑΤΙΩΝ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
436,911605,ΖΑΚΥΝΘΙΩΝ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
437,911606,ΛΑΓΑΝΑ,9116,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,601,ΖΑΚΥΝΘΟΥ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
438,911701,ΙΘΑΚΗΣ,9117,ΔΗΜΟΣ,ΙΘΑΚΗΣ,602,ΙΘΑΚΗΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
439,911801,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
440,911802,ΑΧΙΛΛΕΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
441,911803,ΕΡΕΙΚΟΥΣΣΗΣ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
442,911804,ΕΣΠΕΡΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
443,911805,ΘΙΝΑΛΙΟΥ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
444,911806,ΚΑΣΣΩΠΑΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
445,911807,ΚΕΡΚΥΡΑΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
446,911808,ΚΟΡΙΣΣΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
447,911809,ΛΕΥΚΙΜΜΑΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
448,911810,ΜΑΘΡΑΚΙΟΥ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
449,911811,ΜΕΛΙΤΕΙΕΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
450,911812,ΟΘΩΝΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
451,911813,ΠΑΛΑΙΟΚΑΣΤΡΙΤΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
452,911814,ΠΑΡΕΛΙΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
453,911815,ΦΑΙΑΚΩΝ,9118,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
454,911901,ΠΑΞΩΝ,9119,ΔΗΜΟΣ,ΠΑΞΩΝ,603,ΚΕΡΚΥΡΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
455,912001,ΑΡΓΟΣΤΟΛΙΟΥ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
456,912002,ΕΛΕΙΟΥ - ΠΡΟΝΩΝ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
457,912003,ΕΡΙΣΟΥ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
458,912004,ΛΕΙΒΑΘΟΥΣ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
459,912005,ΟΜΑΛΩΝ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
460,912006,ΠΑΛΙΚΗΣ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
461,912007,ΠΥΛΑΡΕΩΝ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
462,912008,ΣΑΜΗΣ,9120,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,604,ΚΕΦΑΛΛΗΝΙΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
463,912101,ΑΠΟΛΛΩΝΙΩΝ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
464,912102,ΕΛΛΟΜΕΝΟΥ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
